strategy,bins,feature,importance,std
kmeans,8,fnlwgt,0.04404055984949908,0.009098835723925657
kmeans,8,workclass,0.0370985949481622,0.00841484013851744
kmeans,8,education,0.02536314243581815,0.008434396491069316
kmeans,8,education-num,0.15208614429809283,0.017535574704117592
kmeans,8,marital-status,0.031753710241524756,0.00944933676910998
kmeans,8,occupation,0.05808553845937827,0.010192312301589864
kmeans,8,relationship,0.16105841680170055,0.008035508210652121
kmeans,8,capital-gain,0.22784774607499425,0.015756890463716238
kmeans,8,capital-loss,0.08560788850853678,0.011218536531808048
kmeans,8,hours-per-week,0.061526767270192996,0.01018125495303778
kmeans,8,native-country,0.012456669125007775,0.00547717687502149
